Susceptible,Infected,Exposed,Time
0,0,0,0
0,2,0,0.1929932
0,2,0,0.3363647
0,2,0,0.6801758
0,2,0,0.696106
0,4,0,0.9992676
1,4,0,1.200195
1,4,0,1.336975
2,4,0,1.682617
2,4,0,1.699219
3,5,0,1.996582
3,5,0,2.192505
3,5,0,2.331482
4,6,0,2.676392
4,6,0,2.693542
4,6,0,3.003845
4,6,0,3.198364
5,7,0,3.337708
5,7,0,3.678589
5,7,0,3.695374
7,7,0,4.007141
8,7,0,4.210266
8,7,0,4.349792
9,7,0,4.676758
9,7,0,4.696228
9,8,0,4.995972
10,8,0,5.198914
10,9,0,5.333069
10,11,0,5.687012
10,11,0,5.709229
10,11,0,5.994507
10,12,0,6.194031
10,12,0,6.335449
10,13,0,6.68158
10,13,0,6.700012
11,14,0,7.002747
12,14,0,7.201782
12,15,0,7.33844
12,16,0,7.690796
12,16,0,7.690979
12,17,0,7.991089
12,18,0,8.202637
13,18,1,8.348877
13,18,1,8.684265
13,18,1,8.703491
13,19,1,8.999817
13,20,1,9.191284
13,20,1,9.342712
14,21,1,9.679626
14,21,1,9.699402
14,21,1,9.991577
15,21,1,10.19818
15,22,1,10.33893
17,22,1,10.68378
18,22,1,10.7074
19,22,1,11.00275
20,22,1,11.19659
20,22,1,11.33881
21,22,1,11.68042
21,22,1,11.69958
21,24,1,11.99158
22,24,1,12.20032
22,24,1,12.33325
22,24,1,12.6897
22,24,1,12.71075
22,26,1,13.0014
22,26,1,13.20239
22,26,1,13.33459
22,26,1,13.67303
22,26,1,13.6933
22,30,1,14.0108
22,30,1,14.21075
22,30,1,14.34802
22,30,1,14.67535
22,30,1,14.69611
24,30,1,14.99536
24,30,1,15.19653
23,30,2,15.34686
24,31,2,15.67688
24,31,2,15.71057
24,31,2,16.00623
25,32,2,16.21075
25,32,2,16.33527
23,32,4,16.68872
23,32,4,16.70892
24,33,4,17.0108
24,33,4,17.20691
24,33,4,17.3399
24,34,4,17.67297
24,34,4,17.69952
23,35,5,18.008
23,35,5,18.20135
24,35,5,18.34937
23,35,6,18.67938
23,35,6,18.69977
23,36,7,19.00079
23,36,7,19.21075
23,36,7,19.34857
23,37,8,19.67719
23,37,8,19.69788
24,37,8,19.99585
25,37,8,20.20898
25,38,8,20.34686
26,38,8,20.6908
26,38,8,20.69098
26,39,8,21.00958
25,39,9,21.19983
25,39,9,21.35004
27,39,9,21.67889
27,39,9,21.70416
28,40,9,21.99896
29,40,9,22.19836
30,40,9,22.33698
32,40,9,22.6908
32,40,9,22.69269
33,40,9,23.00439
34,40,9,23.21075
34,40,9,23.3421
35,40,9,23.68365
35,40,9,23.70624
34,40,10,24.00244
35,40,10,24.19568
36,40,10,24.34546
38,40,10,24.68329
38,40,10,24.71033
40,40,10,25.00751
40,40,10,25.19281
41,40,10,25.34509
42,40,10,25.67236
42,40,10,25.70404
42,40,10,26.00842
43,40,10,26.19293
43,40,10,26.34534
46,40,10,26.68323
46,40,10,26.71075
46,40,11,27.0108
47,40,11,27.20789
48,40,11,27.34747
48,40,12,27.68945
48,40,12,27.71075
48,40,12,28.0108
49,40,12,28.21075
49,40,12,28.35077
51,40,13,28.67432
51,40,13,28.71075
50,40,15,28.99969
49,40,16,29.21075
49,40,16,29.33386
52,39,16,29.68073
52,39,16,29.71075
52,40,16,30.01074
53,40,16,30.20837
54,40,16,30.33575
54,40,16,30.6908
54,40,16,30.69745
54,40,17,31.00964
54,40,17,31.21075
55,40,17,31.35077
56,40,17,31.69061
56,40,17,31.71075
56,40,17,32.01074
57,40,17,32.19897
57,40,17,32.35077
58,40,17,32.67529
58,40,17,32.70923
58,40,17,33.01074
60,40,17,33.20074
60,40,17,33.3363
59,39,18,33.67743
60,39,18,33.71075
60,40,18,34.01074
61,40,18,34.20349
61,40,18,34.33575
62,40,18,34.6908
62,40,18,34.69122
62,40,19,35.0036
64,40,19,35.1936
64,40,19,35.34283
64,40,19,35.67084
65,40,19,35.70831
66,40,19,35.99762
66,40,19,36.21075
66,40,19,36.35077
67,40,19,36.67816
68,40,19,36.71075
67,40,20,36.99628
66,40,21,37.20337
66,40,21,37.35077
68,40,21,37.69025
68,40,21,37.71075
68,40,21,37.99548
68,40,21,38.203
68,40,21,38.35077
69,40,21,38.6908
