Susceptible,Infected,Exposed,Time
0,0,0,0
1,1,0,0.2821045
2,1,0,0.4772949
2,1,0,0.5578613
2,1,0,0.6248779
2,1,0,0.6531982
2,1,0,0.6774902
3,2,0,0.9519043
3,2,0,0.973877
3,2,0,0.9979248
4,2,0,1.275146
5,2,0,1.47937
5,2,0,1.545776
6,2,0,1.624878
6,2,0,1.647217
6,2,0,1.675293
6,2,0,1.964966
6,2,0,1.966187
6,3,0,1.998779
6,3,0,2.278931
8,3,0,2.480103
8,3,0,2.556885
8,3,0,2.624878
8,3,0,2.655273
8,3,0,2.682495
9,3,0,2.962402
9,3,0,2.984985
9,3,0,2.991211
9,4,0,3.284912
10,5,0,3.484985
10,5,0,3.559204
11,5,0,3.610962
11,5,0,3.647949
11,5,0,3.682373
11,5,0,3.958374
11,5,0,3.983398
11,5,0,4.004883
12,5,0,4.280884
12,6,0,4.475586
12,6,0,4.556763
12,6,0,4.612183
12,6,0,4.664551
12,6,0,4.684814
13,7,0,4.948364
13,7,0,4.977661
13,7,0,5.000977
14,7,0,5.281372
15,7,0,5.484985
15,7,0,5.548828
15,7,0,5.624878
15,7,0,5.651733
15,7,0,5.680298
16,7,0,5.945313
16,7,0,5.976196
16,8,0,6.003906
16,8,0,6.280029
16,8,0,6.484985
16,8,0,6.564941
16,9,0,6.623169
16,9,0,6.649536
16,9,0,6.681274
18,9,0,6.964966
18,9,0,6.965332
18,9,0,6.998291
18,9,0,7.272827
19,10,0,7.484985
19,10,0,7.564941
19,10,0,7.622437
19,10,0,7.646484
19,10,0,7.679199
19,10,0,7.959106
19,10,0,7.984253
19,10,0,8.004883
21,10,0,8.284912
21,11,0,8.471802
21,11,0,8.557495
21,11,0,8.61145
21,11,0,8.646118
21,11,0,8.68457
21,11,0,8.956665
21,11,0,8.979736
21,11,0,9.004883
23,11,0,9.26709
23,11,0,9.466919
23,11,0,9.558472
23,11,0,9.621582
23,11,0,9.64624
23,12,0,9.682007
24,12,0,9.951782
24,12,0,9.984253
25,12,0,10.00488
25,13,0,10.28491
25,13,0,10.48499
25,13,0,10.56494
25,13,0,10.61609
25,13,0,10.64978
25,13,0,10.67981
24,13,1,10.95996
24,15,1,10.98499
24,15,1,10.99487
24,15,1,11.26514
24,16,1,11.48499
24,17,1,11.5542
24,17,1,11.61829
24,17,1,11.64661
24,17,1,11.67883
24,17,1,11.94727
25,17,1,11.9823
25,17,1,12.00488
25,17,1,12.28491
25,18,1,12.47058
25,18,1,12.56177
26,19,1,12.62488
26,19,1,12.66492
26,19,1,12.66663
26,19,1,12.94788
26,19,1,12.97998
26,19,1,13.00488
27,20,1,13.28491
27,20,1,13.48328
27,20,1,13.56494
27,20,1,13.62488
27,20,1,13.66174
27,20,1,13.68494
27,20,1,13.96008
27,21,1,13.98499
27,21,1,13.99194
28,21,1,14.28345
28,21,1,14.47119
28,21,1,14.54553
28,21,1,14.61206
28,21,1,14.65796
28,21,1,14.68494
29,22,1,14.96497
29,22,1,14.97498
29,22,1,15.00488
29,22,1,15.27258
29,22,2,15.4657
29,22,2,15.56494
29,22,2,15.62488
29,22,2,15.66479
29,22,2,15.68494
29,23,2,15.95459
29,23,2,15.98499
29,23,2,15.98669
30,25,2,16.28491
30,26,2,16.48499
30,26,2,16.56494
30,26,2,16.62488
30,26,2,16.66492
30,26,2,16.66516
30,26,2,16.95374
30,26,2,16.98499
30,26,2,16.99158
30,28,2,17.28491
30,28,2,17.47363
30,28,2,17.56152
30,28,2,17.60571
30,28,2,17.65186
30,28,2,17.68494
31,29,2,17.95923
31,29,2,17.98499
31,29,2,17.99792
31,31,2,18.28491
31,31,2,18.47925
31,32,2,18.56494
31,32,2,18.62488
31,32,2,18.6449
31,32,2,18.68494
30,32,3,18.94531
31,32,3,18.98499
31,32,3,18.98706
31,33,3,19.28491
32,33,3,19.48499
32,33,3,19.54565
32,33,3,19.6123
32,33,3,19.66455
32,34,3,19.68494
31,34,4,19.96497
31,34,4,19.98499
31,34,4,19.98572
32,34,4,20.27783
32,34,4,20.48499
32,35,4,20.56494
32,35,4,20.62256
32,35,4,20.6604
32,35,4,20.68494
33,35,4,20.96497
33,35,4,20.9657
33,35,4,21.00488
33,36,5,21.28491
32,36,6,21.4823
32,36,6,21.56042
32,36,6,21.62488
32,36,6,21.64526
32,36,6,21.68494
33,37,6,21.95874
33,37,6,21.98499
33,37,6,22.00488
33,38,6,22.28491
34,38,6,22.4696
34,39,6,22.56494
34,39,6,22.62488
34,39,6,22.66492
34,39,6,22.68494
34,39,6,22.96497
34,39,6,22.98499
34,39,6,23.00488
32,40,8,23.28491
32,40,8,23.48499
32,40,8,23.56494
32,40,8,23.62488
32,40,8,23.66492
32,40,8,23.68494
33,40,8,23.96497
33,40,8,23.98499
33,40,8,24.00488
35,40,8,24.28491
36,40,8,24.47913
36,40,8,24.56494
36,40,8,24.62488
36,40,8,24.66492
36,40,8,24.68408
37,40,8,24.96497
37,40,8,24.98035
37,40,8,25.00488
38,40,8,25.27148
39,40,8,25.48499
39,40,8,25.54578
39,40,8,25.62488
39,40,8,25.66492
39,40,8,25.68494
40,40,8,25.96497
40,40,8,25.98499
40,40,8,25.99011
40,40,8,26.28491
41,40,8,26.47974
41,40,8,26.56494
41,40,8,26.62488
41,40,8,26.66492
41,40,8,26.68494
42,40,8,26.96497
42,40,8,26.97791
43,40,8,27.00488
43,40,8,27.27124
41,40,10,27.47351
41,40,10,27.5647
42,40,10,27.6106
42,40,10,27.66309
42,40,10,27.68494
43,40,10,27.96497
43,40,10,27.98499
43,40,10,28.00488
43,40,12,28.28491
43,40,12,28.48413
43,40,12,28.55176
43,40,12,28.61963
43,40,12,28.66492
43,40,12,28.6814
44,40,12,28.96497
44,40,12,28.98499
44,40,12,28.9873
45,40,13,29.27161
46,40,13,29.48499
46,40,13,29.56494
46,40,13,29.62488
46,40,13,29.66492
46,40,13,29.68494
47,40,13,29.96313
47,40,13,29.98499
47,40,13,30.00488
49,40,13,30.28491
48,40,14,30.48499
47,40,15,30.56494
47,40,16,30.62488
48,40,16,30.66492
48,40,16,30.68494
48,40,16,30.96497
48,40,16,30.97913
48,40,16,31.00488
48,40,16,31.27795
48,40,17,31.48071
48,40,17,31.54724
48,40,17,31.62488
48,40,18,31.66492
48,40,18,31.68494
48,40,18,31.96497
48,40,18,31.98499
48,40,18,32.00488
48,40,18,32.28491
48,40,18,32.47974
49,40,18,32.56494
49,40,18,32.62488
49,40,18,32.66492
49,40,18,32.68494
51,40,19,32.96497
51,40,19,32.98499
51,40,19,33.00488
