Susceptible,Infected,Exposed,Time
0,0,0,0
0,0,0,0.01763916
2,0,0,0.5054016
2,0,0,0.6531982
4,0,0,0.9902344
4,0,0,1.006683
4,1,0,1.506989
4,1,0,1.650848
6,1,0,1.988312
6,1,0,2.003418
8,2,0,2.517761
8,2,0,2.646057
8,3,0,2.996368
8,3,0,3.022614
8,5,0,3.502869
8,5,0,3.65506
9,6,0,3.995758
9,6,0,4.012146
10,6,0,4.512695
11,6,0,4.649292
12,7,0,4.99527
12,7,0,5.011902
13,8,0,5.504089
13,8,0,5.646606
15,8,0,5.986267
15,8,0,6.00293
15,9,0,6.518616
15,9,0,6.646179
17,10,0,6.994843
16,10,1,7.013458
17,10,1,7.507599
17,10,1,7.658417
18,11,1,7.990112
18,11,1,8.007813
18,12,1,8.513855
18,12,1,8.643036
19,12,1,8.987091
19,12,1,9.003998
21,12,1,9.522186
21,12,1,9.643097
21,13,1,9.993835
21,13,1,10.0192
22,13,1,10.5144
22,13,1,10.64499
23,13,1,11.0025
24,13,1,11.02261
24,13,1,11.5051
24,13,1,11.65829
26,13,1,11.98547
26,13,1,12.01917
26,14,1,12.52075
27,15,1,12.6626
27,16,1,12.99188
27,16,1,13.0123
27,16,1,13.52084
26,18,2,13.6459
26,18,2,13.99701
26,18,2,14.01697
27,19,2,14.52029
27,19,2,14.64758
27,21,2,15.00259
27,21,2,15.00449
28,21,2,15.50641
28,21,2,15.6626
28,21,3,15.98569
28,21,3,16.013
28,22,4,16.50497
28,22,4,16.65485
29,22,4,16.99005
29,23,4,17.01566
29,23,4,17.50549
29,24,4,17.64926
30,24,4,17.99222
30,24,4,18.02261
31,25,4,18.50952
31,25,4,18.65741
32,26,4,18.99506
32,26,4,19.01523
32,27,4,19.52261
32,27,4,19.66202
32,28,4,19.9975
32,28,4,20.02261
33,28,4,20.52261
34,28,4,20.65851
34,28,4,20.98309
34,28,4,21.00372
36,28,4,21.51178
36,28,4,21.64572
37,30,4,22.00259
37,30,4,22.00903
37,30,4,22.51187
37,31,4,22.64813
37,31,5,22.98511
37,31,5,23.01617
38,31,5,23.50308
39,31,5,23.65454
38,32,6,23.99359
38,32,6,24.02261
38,32,6,24.52261
38,33,6,24.65613
38,33,7,24.99097
38,33,7,25.01541
38,34,7,25.52261
38,34,7,25.65649
37,34,9,25.99783
37,34,9,26.01895
38,36,9,26.50323
39,36,9,26.66037
39,37,10,26.99615
39,37,10,27.02261
41,37,10,27.52081
41,37,10,27.66208
42,38,10,27.99933
42,38,10,28.02173
42,40,11,28.50372
43,40,11,28.6546
42,40,12,28.98346
43,40,12,29.02261
41,40,15,29.50275
42,40,15,29.6626
42,40,15,29.98569
42,40,15,30.01184
42,40,15,30.51392
44,40,15,30.6535
43,40,16,31.00009
44,40,16,31.02261
45,40,16,31.51169
45,40,16,31.65149
46,40,18,31.99808
46,40,18,32.02167
48,40,18,32.50272
47,40,19,32.65515
48,40,20,33.00259
48,40,20,33.00476
48,40,21,33.52261
48,40,21,33.65213
49,40,22,34.00259
49,40,22,34.00632
48,40,24,34.52261
48,40,25,34.64899
47,40,26,34.9953
47,40,26,35.01996
50,40,26,35.52261
49,40,27,35.66077
50,40,27,36.00259
50,40,27,36.00632
50,40,29,36.50729
51,40,29,36.64566
51,40,29,37.00128
51,40,29,37.02261
54,40,29,37.50317
54,40,29,37.6626
55,40,29,38.00259
55,40,29,38.00446
56,40,29,38.51398
57,40,29,38.6626
58,40,29,39.00259
58,40,29,39.00601
60,40,29,39.52139
60,40,29,39.6626
61,40,29,39.99969
61,40,29,40.02261
62,40,29,40.52261
63,40,29,40.65424
65,40,29,40.98422
65,40,29,41.01282
66,40,29,41.52148
66,40,29,41.64291
66,40,30,41.99622
66,40,30,42.02261
66,40,31,42.52005
65,40,32,42.65576
65,40,32,43.00018
65,40,32,43.02261
66,40,32,43.52261
66,40,32,43.66019
67,40,32,43.98764
67,40,32,44.02167
66,40,33,44.51721
66,40,33,44.6626
67,40,33,44.98291
67,40,33,45.01379
68,40,33,45.52261
68,40,33,45.6626
68,40,33,45.99609
68,40,33,46.02261
69,40,33,46.51102
69,40,33,46.64633
70,40,33,46.98459
70,40,33,47.01682
69,40,34,47.5199
70,40,34,47.66174
70,40,34,48.00259
70,40,34,48.00827
71,39,34,48.52261
71,39,34,48.64633
71,39,34,48.99512
71,39,34,49.02231
71,40,34,49.51617
71,40,34,49.6626
70,40,35,50.00259
70,40,35,50.00516
70,40,36,50.50507
70,40,36,50.6485
70,39,36,51.00259
70,39,36,51.00839
70,38,37,51.52261
69,38,38,51.64447
69,38,38,52.00259
69,38,38,52.00717
69,38,39,52.50443
69,38,39,52.64374
69,38,39,52.99414
68,38,40,53.02261
69,38,40,53.51114
68,38,40,53.6626
68,39,40,53.99954
