Susceptible,Infected,Exposed,Time
0,0,0,0
2,1,0,0.9905853
3,3,0,1.989561
3,5,0,2.990679
5,6,0,3.991627
8,6,0,4.996702
9,6,1,5.991333
10,9,1,6.992743
12,10,1,7.99766
14,10,1,8.987173
15,12,1,9.99288
16,13,1,10.98998
16,16,1,11.99494
18,18,2,12.99314
18,23,2,13.99185
20,26,2,14.99306
23,30,2,16.00107
25,31,2,16.98835
27,32,2,17.9982
27,34,3,19.0012
30,34,3,19.99098
31,35,4,20.99177
32,36,5,21.98953
34,36,5,22.98845
33,37,7,23.99837
34,39,9,24.99609
37,40,9,26.00529
40,40,9,26.99375
42,40,12,28.0009
42,40,14,29.00522
44,40,16,29.99993
45,40,17,30.99372
47,40,20,32.0066
49,40,20,32.99362
55,40,20,34.00414
56,40,21,34.9998
58,40,22,35.9957
59,40,24,36.98685
63,39,24,37.99044
64,39,25,39.00488
62,39,29,40.0066
61,40,30,41.00656
61,40,31,41.99774
63,40,31,43.0066
63,40,32,43.99019
63,40,33,45
65,40,33,46.0066
65,40,34,46.98971
65,39,35,48.0066
63,38,37,49.0066
63,39,38,50.0066
61,40,39,50.98775
60,40,41,51.99738
60,40,42,53.0066
58,39,45,54.0066
59,39,45,55.00102
59,40,46,56.0066
59,40,47,56.99136
60,40,47,57.9881
58,39,50,59.00428
56,40,53,59.9992
57,39,53,61.00371
57,39,54,61.99015
54,39,57,63.00228
54,39,57,63.98767
50,38,60,64.98903
49,38,61,65.98999
48,38,62,67.00246
45,36,65,68.00395
44,36,65,68.98758
44,34,65,69.99838
44,33,65,70.99696
44,33,65,72.0066
43,33,66,72.99917
43,32,66,73.98781
42,32,67,75.0066
41,32,68,76.00417
41,31,68,77.00513
40,31,68,78.0066
39,31,69,79.0066
39,31,69,80.00658
39,31,69,80.99786
38,30,70,81.99366
34,29,73,83.00142
30,28,73,83.99716
30,27,73,84.99334
29,26,73,85.99808
25,24,75,86.99888
25,24,75,87.99706
20,22,76,88.9907
20,19,76,89.99227
20,19,76,90.99834
19,13,77,91.99126
17,13,78,92.99067
17,11,78,93.99198
16,10,78,94.991
16,8,78,95.99239
16,6,78,96.98779
16,6,78,97.98771
15,6,78,98.99709
14,5,78,99.98768
13,5,78,100.9986
11,4,78,101.9974
11,4,78,102.987
11,4,78,103.9877
11,4,78,104.9907
9,4,78,105.9926
9,4,78,106.9908
8,4,79,107.9986
8,4,79,108.9983
8,3,79,109.9906
7,3,79,110.9894
6,3,79,111.988
6,3,79,112.9874
6,3,79,113.993
5,3,79,114.9929
4,3,79,115.9967
4,2,79,116.9954
4,2,79,117.9894
4,2,79,118.9927
3,2,79,119.9892
2,2,79,120.988
2,2,79,121.9957
1,2,79,122.9876
1,2,79,123.9966
1,2,79,124.9925
0,2,79,125.996
0,2,79,126.9876
0,2,79,127.992
0,2,79,128.9879
0,1,79,129.9947
0,1,79,130.9877
0,1,79,131.9964
0,1,79,132.9915
0,0,79,133.9873
0,0,79,134.9953
0,0,79,135.9938
0,0,79,136.9958
0,0,79,137.9915
