Susceptible,Infected,Exposed,Time
0,0,0,0
0,2,0,0.4985657
1,3,0,1.000061
3,3,0,1.495132
4,4,0,2.004257
5,5,0,2.498398
6,5,0,2.997589
7,7,0,3.505463
8,8,0,4.008865
8,8,0,4.504837
8,11,0,5.007172
8,12,0,5.505127
9,13,0,5.99765
9,13,0,6.496246
11,14,0,7.006195
13,14,0,7.503632
14,14,0,8.004623
16,16,0,8.502136
16,17,0,9.002625
16,19,0,9.495483
18,20,0,10.00652
18,22,0,10.49924
19,23,0,11.00034
19,24,1,11.50513
19,24,1,12.00203
20,25,1,12.49631
21,26,1,13.00011
22,27,1,13.50836
23,28,1,13.99786
24,28,1,14.50575
24,29,1,14.99908
25,31,1,15.50916
25,32,1,16.00473
26,33,1,16.50528
26,36,1,16.99609
27,36,1,17.49722
27,37,2,17.99736
28,37,2,18.50716
30,37,2,19.0118
31,38,2,19.50859
30,38,3,20.0072
30,39,5,20.50227
32,39,5,21.00717
34,40,5,21.51476
36,40,5,22.00554
37,40,6,22.51228
37,40,7,23.00482
38,40,8,23.50623
39,40,9,24.00943
39,40,10,24.50812
38,40,12,25.00688
39,40,12,25.5119
40,40,13,26.00583
40,40,13,26.51236
42,40,13,27.01393
42,40,14,27.50439
45,40,14,28.00974
44,40,15,28.50975
46,40,15,29.00546
46,40,16,29.51193
47,40,16,30.01181
49,40,16,30.51476
48,40,17,31.01321
50,40,17,31.49535
52,40,17,32.00441
52,40,17,32.51476
54,40,18,32.99585
54,40,18,33.5099
55,40,19,34.01476
55,40,19,34.51476
57,40,19,34.99521
59,40,19,35.51003
61,40,19,36.00508
62,40,19,36.50656
63,40,19,36.99574
65,40,19,37.49545
64,40,21,37.99518
65,40,22,38.51476
64,40,24,39.01476
65,40,24,39.50517
65,40,25,40.00421
66,40,25,40.50166
67,39,25,41.00195
67,39,25,41.50963
67,40,25,42.01476
67,40,26,42.51476
67,40,26,43.00151
66,39,28,43.51476
66,39,28,44.01476
66,39,29,44.51476
66,39,29,45.01318
66,39,30,45.4993
64,39,32,45.99493
63,40,33,46.50978
62,40,34,47.01476
62,40,35,47.50211
63,40,35,47.99629
63,40,35,48.49635
61,39,37,49.01476
61,40,37,49.51476
61,40,37,50.00525
60,40,38,50.50198
59,40,40,51.0118
58,40,41,51.4985
58,39,42,52.01476
59,38,42,52.49959
59,39,42,53.01476
58,38,43,53.49872
56,38,44,54.00169
56,38,45,54.49918
56,39,45,55.01088
56,39,45,55.51439
56,38,45,56.01476
54,39,47,56.51476
54,39,47,57.01476
53,40,47,57.51457
53,40,47,58.01476
52,40,48,58.51234
52,40,48,59.00455
52,40,48,59.51476
51,39,48,60.01016
48,40,50,60.51132
47,38,51,61.01476
48,38,51,61.51476
48,39,51,62.00143
46,38,52,62.51262
46,38,52,63.01476
46,38,52,63.50639
46,37,52,64.00813
46,36,52,64.50381
46,35,52,65.00414
45,35,53,65.50182
44,33,53,66
43,31,54,66.50702
41,29,55,66.99503
38,29,58,67.50917
35,29,58,68.00404
35,29,58,68.51476
35,27,58,68.99623
33,27,59,69.49922
30,27,62,70.01366
30,27,62,70.50972
28,27,64,70.99557
28,27,64,71.51476
26,25,65,72.01476
25,25,65,72.51149
25,25,65,73.01476
24,25,65,73.51193
22,25,66,74.01476
22,25,66,74.51476
22,24,66,75.00278
22,24,66,75.51476
22,23,66,76.00732
22,22,66,76.50388
22,21,66,77.01314
22,21,66,77.50276
22,20,66,78.00604
21,20,66,78.49944
21,20,66,78.99641
21,18,66,79.5079
21,18,66,80.01476
20,18,67,80.51476
20,18,67,81.00392
20,17,67,81.50664
18,17,67,82.01047
17,17,68,82.51459
17,16,68,83.0032
17,16,68,83.50061
17,16,68,84.01476
17,15,68,84.50485
16,13,69,85.00751
16,13,69,85.51476
16,11,69,86.01025
15,11,69,86.51476
14,11,69,87.00616
14,10,69,87.50436
14,10,69,88.01338
14,10,69,88.50551
14,10,69,88.99985
13,10,69,89.49547
13,10,69,90.00883
13,10,69,90.50044
13,10,69,91.00232
13,10,69,91.50504
13,9,69,92.00267
13,9,69,92.50351
13,9,69,93.00569
13,9,69,93.50951
13,8,69,94.0058
13,8,69,94.49944
13,7,69,94.9958
12,7,69,95.50148
12,7,69,95.99696
11,7,69,96.50264
9,7,69,96.99937
9,7,69,97.49706
9,5,69,97.99855
8,5,69,98.50047
8,5,69,99.00368
7,5,69,99.5023
7,5,69,99.99965
7,4,69,100.4959
7,4,69,100.9992
7,4,69,101.5003
7,4,69,101.9989
7,4,69,102.497
7,4,69,102.9964
5,4,69,103.5034
5,4,69,103.9995
4,4,69,104.4956
4,4,69,104.9962
4,4,69,105.4999
4,4,69,106.0022
4,4,69,106.4956
4,3,69,107.0031
4,3,69,107.5051
4,3,69,108.0049
3,3,70,108.5056
3,3,70,108.9959
3,3,70,109.495
3,3,70,109.9975
3,3,70,110.5022
3,3,70,111.0035
2,3,70,111.4975
2,3,70,112.0017
2,3,70,112.5012
2,3,70,113.0055
2,3,70,113.5054
2,3,70,113.9958
2,3,70,114.4955
2,3,70,114.9967
2,3,70,115.5047
2,3,70,116.0069
2,3,70,116.4989
1,3,70,117.004
1,3,70,117.5021
1,3,70,118.0043
1,3,70,118.4972
1,3,70,119.0049
0,3,70,119.5014
0,3,70,119.9991
0,3,70,120.5008
0,3,70,121.0043
0,3,70,121.5012
0,3,70,122.0025
0,2,70,122.5059
0,2,70,123.0029
0,2,70,123.498
0,2,70,123.9986
0,2,70,124.4969
0,2,70,125.0026
0,2,70,125.5018
0,2,70,125.9976
0,2,70,126.4952
0,2,70,127.0056
0,2,70,127.4965
0,2,70,128.0017
0,2,70,128.4971
0,1,70,129.001
0,1,70,129.5004
0,1,70,129.9967
0,1,70,130.506
0,1,70,130.9957
0,1,70,131.5013
0,0,70,132.0011
