Susceptible,Infected,Exposed,Time
0,0,0,0
0,0,0,0.019104
3,2,0,0.3670044
4,4,0,0.5669556
5,4,0,0.9869995
5,4,0,1.007996
12,4,0,1.372742
14,5,0,1.563599
17,5,0,1.988953
17,5,0,2.011169
17,5,0,2.372009
18,5,0,2.569763
20,5,0,2.990723
20,5,0,3.012573
20,5,0,3.364685
27,5,0,3.566895
27,5,0,3.99353
27,5,0,4.005981
31,5,0,4.373657
31,5,0,4.574951
32,5,0,4.984497
32,5,0,5.01062
35,5,0,5.369995
35,5,0,5.572205
38,5,0,5.989197
38,5,0,6.003906
39,5,0,6.370728
41,6,0,6.570862
45,6,0,6.987061
45,6,0,7.013855
47,6,0,7.373962
50,6,0,7.566528
50,6,0,7.986389
50,6,0,8.015625
52,8,0,8.364563
52,8,0,8.564331
52,8,0,8.986328
52,8,0,9.013916
55,9,0,9.369446
57,9,0,9.578186
57,9,0,9.988892
57,9,0,10.0036
60,9,1,10.37122
60,9,1,10.56451
63,10,1,10.99518
63,10,1,11.01074
67,10,1,11.37061
69,10,1,11.57263
70,13,1,11.9837
70,13,1,12.00812
70,13,1,12.36792
73,13,1,12.5755
74,13,1,12.98492
74,13,1,13.01086
77,13,1,13.37317
77,13,1,13.56439
81,13,1,13.99463
81,13,1,14.00763
81,13,1,14.36768
82,13,1,14.5719
84,14,1,14.98596
84,14,1,15.01111
88,14,1,15.36981
88,14,1,15.56671
88,14,2,15.99542
88,14,2,16.00867
91,14,2,16.3645
94,14,2,16.57068
95,14,2,16.98688
95,14,2,17.01208
96,14,2,17.3714
99,14,2,17.56763
101,14,2,17.98633
101,14,3,18.00513
104,14,3,18.37579
104,14,3,18.56903
107,14,3,18.98901
107,14,3,19.00671
109,16,3,19.37463
111,16,4,19.578
111,16,4,19.99255
111,16,4,20.00964
112,16,4,20.37427
114,16,4,20.56854
114,16,4,20.98767
114,16,4,21.005
118,16,4,21.37445
118,16,4,21.57819
119,16,4,21.98792
119,16,4,22.00537
124,17,4,22.37695
123,17,5,22.57355
124,17,5,22.99286
124,17,5,23.0105
126,18,6,23.37421
127,19,6,23.56549
