Susceptible,Infected,Exposed,Time
0,0,0,0
7,0,0,0.1888428
7,0,0,0.2548828
7,0,0,0.28125
7,0,0,0.4488525
7,0,0,0.6398926
7,0,0,0.7178955
7,0,0,0.7568359
7,0,0,0.7702637
7,0,0,0.8366699
11,0,0,0.9925537
11,0,0,1.190552
11,0,0,1.255127
11,0,0,1.269653
13,0,0,1.451538
15,1,0,1.636841
15,1,0,1.716675
15,1,0,1.757202
15,1,0,1.771118
15,1,0,1.834839
17,1,0,1.998169
17,1,0,2.198242
17,1,0,2.254028
17,1,0,2.279297
19,2,0,2.449463
19,2,0,2.637329
22,2,0,2.71228
22,2,0,2.754272
22,2,0,2.769897
22,2,0,2.837769
21,2,1,2.989502
23,3,1,3.19873
23,3,1,3.25647
23,3,1,3.272705
24,4,1,3.458252
26,4,1,3.633911
26,4,1,3.726563
26,4,1,3.758911
26,4,1,3.77478
26,4,1,3.830444
26,4,1,3.989624
26,5,1,4.192017
26,5,1,4.258911
26,5,1,4.273438
26,5,1,4.453857
28,5,1,4.638184
28,5,1,4.71106
28,5,1,4.751587
28,5,1,4.777954
29,5,1,4.837158
29,5,1,4.993042
31,5,1,5.189087
31,5,1,5.258179
31,5,1,5.272461
31,5,1,5.454102
31,5,1,5.637451
32,5,1,5.713745
34,5,1,5.762451
34,5,1,5.776978
34,5,1,5.83252
34,5,1,5.993896
35,6,1,6.205933
35,6,1,6.251099
35,6,1,6.279175
36,6,1,6.450317
36,6,1,6.635864
36,6,1,6.719238
36,6,1,6.748779
36,6,1,6.775757
36,6,1,6.833374
36,6,1,7.000488
39,6,1,7.194214
39,6,1,7.253662
39,7,1,7.283691
39,7,1,7.454468
39,7,1,7.640259
39,7,1,7.711792
39,7,1,7.754395
39,7,1,7.768921
39,7,1,7.838623
39,7,1,7.994629
44,7,1,8.194336
44,7,1,8.251343
45,7,1,8.284546
45,7,1,8.46167
45,7,1,8.632935
45,7,1,8.718506
45,7,1,8.749146
45,7,1,8.777588
45,7,1,8.835327
47,7,1,9.001343
47,7,1,9.189819
47,7,1,9.250122
48,7,1,9.282227
48,7,1,9.457397
48,7,1,9.629639
48,7,1,9.714111
48,7,1,9.755371
48,7,1,9.770752
50,9,1,9.838623
50,9,1,10.00073
50,9,1,10.2002
50,9,1,10.2583
50,9,1,10.27295
50,9,1,10.45264
50,9,1,10.63184
50,9,1,10.72095
50,9,1,10.75073
51,9,1,10.78271
53,9,1,10.83447
53,9,1,11.00195
53,9,1,11.20044
55,9,1,11.25317
55,9,1,11.26953
55,9,1,11.45972
56,9,1,11.63672
56,9,1,11.71387
57,11,1,11.75439
57,11,1,11.77002
57,11,1,11.83203
57,11,1,12.00244
58,11,1,12.18896
58,11,1,12.25171
58,11,1,12.2832
60,12,1,12.46216
60,12,1,12.64453
60,12,1,12.72095
62,12,1,12.75854
62,12,1,12.77344
62,12,1,12.83472
62,12,1,12.99878
63,12,1,13.20044
63,12,1,13.25439
63,12,1,13.271
63,12,1,13.45654
63,12,1,13.64038
65,12,1,13.70996
65,12,1,13.75806
65,12,1,13.77417
64,12,2,13.83862
64,12,2,14.00269
67,13,2,14.19116
67,13,2,14.25342
67,13,2,14.27222
67,13,2,14.45532
67,13,2,14.63232
67,13,2,14.71313
67,13,2,14.76196
67,13,2,14.77856
67,13,2,14.84131
71,13,2,15.00098
72,15,2,15.19946
72,15,2,15.25415
72,15,2,15.26978
73,17,2,15.46069
73,17,2,15.63672
73,17,2,15.71753
74,17,2,15.75342
74,17,2,15.771
74,17,2,15.83643
