Susceptible,Infected,Exposed,Time
0,0,0,0
3,0,0,0.06054688
3,0,0,0.08129883
6,0,0,0.260498
6,0,0,0.442749
6,0,0,0.5164795
7,0,0,0.5732422
7,0,0,0.6386719
9,1,0,0.9934082
11,1,0,1.061401
11,1,0,1.072998
11,1,0,1.256592
12,1,0,1.443115
13,2,0,1.523193
13,2,0,1.579346
13,2,0,1.633911
14,3,0,2.002563
16,3,0,2.061279
16,3,0,2.07373
17,3,0,2.25354
20,3,0,2.436157
20,3,0,2.51416
20,3,0,2.579346
20,3,0,2.636841
23,3,0,2.998901
23,3,0,3.054688
23,3,0,3.078003
28,3,0,3.256958
28,3,0,3.436523
28,3,0,3.516724
28,3,0,3.573486
28,3,0,3.640259
29,3,0,3.993286
31,3,0,4.054565
31,3,0,4.077026
34,3,0,4.253418
34,3,0,4.442261
35,3,0,4.514038
35,3,0,4.581909
37,4,0,4.649414
37,4,0,5.001465
37,4,0,5.059204
38,6,0,5.076416
38,6,0,5.261719
39,8,0,5.44165
40,8,0,5.515137
40,8,0,5.572998
40,8,0,5.641479
42,9,0,5.998779
42,9,0,6.057983
42,9,0,6.082153
44,9,0,6.263062
47,9,0,6.436523
47,9,0,6.519287
47,9,0,6.578247
47,9,0,6.636353
47,9,0,6.993408
47,9,0,7.053101
47,9,0,7.076416
47,10,0,7.257935
49,10,0,7.445679
49,10,0,7.521606
49,10,0,7.580444
49,10,0,7.640503
52,10,0,7.994751
52,10,0,8.055298
52,10,0,8.078613
58,10,0,8.26416
58,10,0,8.440918
58,10,0,8.515015
58,10,0,8.574829
58,10,0,8.636475
60,11,0,9.003418
60,11,0,9.054321
60,11,0,9.078857
61,11,0,9.253296
60,11,1,9.43811
60,11,1,9.526001
60,11,1,9.576904
60,11,1,9.638062
63,12,1,9.997925
63,12,1,10.05969
63,12,1,10.07397
63,12,1,10.26355
63,12,1,10.43958
63,12,1,10.51294
63,12,1,10.57422
64,12,1,10.63794
66,12,1,10.99622
66,12,1,11.06006
66,12,1,11.0769
66,12,1,11.2594
67,12,1,11.43994
67,12,1,11.5166
67,12,1,11.57983
67,12,1,11.64392
70,13,1,11.99829
70,13,1,12.0542
70,13,1,12.07971
69,13,2,12.26123
69,13,2,12.44189
71,14,2,12.51648
72,15,3,12.57568
72,15,3,12.6427
76,15,3,12.99585
78,16,3,13.0553
78,16,3,13.08142
78,16,3,13.25391
78,16,3,13.44006
79,16,3,13.52173
79,16,3,13.57581
79,16,3,13.64258
82,16,3,14.00183
82,16,3,14.05505
82,16,3,14.08093
84,16,4,14.26196
84,16,4,14.43555
84,16,4,14.51746
84,16,4,14.5835
84,16,4,14.63721
88,16,4,15.00098
88,16,4,15.05627
88,16,4,15.08264
88,16,4,15.25989
89,16,4,15.4425
89,16,4,15.52441
92,16,4,15.57373
92,16,4,15.64209
94,16,5,15.99561
94,16,5,16.06311
94,16,5,16.07739
94,16,5,16.25903
94,16,5,16.44519
94,16,5,16.51416
94,16,5,16.58191
94,16,5,16.63635
96,17,5,16.99414
96,17,5,17.06213
96,17,5,17.07739
96,17,5,17.25854
98,18,5,17.44653
98,18,5,17.5188
98,18,5,17.57385
99,18,5,17.64539
101,18,5,18.00317
101,18,5,18.05847
101,18,5,18.08533
102,18,5,18.25647
102,18,5,18.43909
105,18,5,18.5321
105,18,5,18.57507
105,18,5,18.6449
106,18,5,19.00183
106,18,5,19.05823
106,18,5,19.07312
108,19,5,19.26746
108,19,5,19.43677
108,19,5,19.52136
108,19,5,19.57751
107,19,6,19.63733
108,21,6,19.99524
108,21,6,20.05396
108,21,6,20.08105
108,21,6,20.25635
110,22,6,20.43604
110,22,6,20.52197
110,22,6,20.5802
110,22,6,20.63647
112,22,6,20.99976
112,22,6,21.05676
112,22,6,21.08374
113,22,6,21.25928
113,22,6,21.43506
116,22,6,21.51624
116,22,6,21.57471
116,22,6,21.63354
118,23,6,21.99353
118,23,6,22.06372
118,23,6,22.078
118,23,6,22.2644
119,25,6,22.44629
119,25,6,22.52002
119,26,6,22.58301
119,26,6,22.64075
119,27,7,23.00891
119,27,7,23.05457
119,27,7,23.08264
122,28,7,23.25769
122,28,7,23.43762
122,28,7,23.52527
122,28,7,23.5835
122,28,7,23.64636
125,29,7,24.00537
125,29,7,24.06458
125,29,7,24.07971
124,29,8,24.25598
124,29,8,24.44507
124,29,8,24.52124
124,29,8,24.57947
124,30,8,24.64404
126,30,9,24.99585
126,30,9,25.05688
126,30,9,25.08508
126,30,9,25.25427
126,30,9,25.43945
126,30,10,25.51611
126,30,10,25.57861
126,30,10,25.63745
131,30,10,25.99817
131,30,10,26.05872
131,30,10,26.07385
131,30,10,26.25403
131,30,11,26.44202
131,30,11,26.51636
131,30,11,26.57703
131,30,11,26.63623
