Susceptible,Infected,Exposed,Time
0,0,0,0
1,3,0,0.6656799
1,3,0,0.7218628
1,3,0,1.001251
4,4,0,1.66507
4,4,0,1.734894
4,4,0,2.017456
6,4,0,2.67746
6,4,0,2.734283
6,5,0,3.010651
8,7,0,3.65979
8,7,0,3.732758
8,7,0,4.004028
9,9,0,4.66922
9,9,0,4.72522
9,11,0,5.003296
9,11,1,5.664215
10,11,1,5.72345
11,11,1,6.011383
11,13,1,6.679108
11,13,1,6.730774
11,13,1,7.010345
12,15,1,7.677032
12,15,1,7.733307
12,16,1,8.005859
12,18,1,8.665436
12,18,1,8.725433
12,18,1,9.011902
14,19,1,9.67276
14,19,1,9.734467
14,19,1,10.01273
15,20,1,10.67444
15,20,1,10.73486
17,20,1,11.0127
18,20,1,11.67615
19,20,1,11.72025
20,20,1,12.01923
21,20,2,12.66815
21,20,2,12.73514
21,20,2,13.00546
23,20,2,13.6713
23,20,2,13.73465
23,20,2,14.0145
26,20,2,14.67706
26,20,2,14.72025
27,20,2,15.01477
29,20,2,15.66339
29,20,2,15.7392
30,20,2,16.01154
33,20,2,16.66534
33,20,2,16.72104
35,20,2,17.00128
37,20,2,17.6792
38,20,2,17.7392
40,20,2,18.01175
41,20,3,18.6669
42,20,3,18.72348
43,20,3,19.01422
44,20,4,19.6792
44,20,4,19.73801
45,20,4,20.01923
47,20,4,20.6792
47,20,4,20.7392
47,20,4,21.01917
49,20,4,21.66147
49,20,4,21.7352
51,20,4,22.0083
53,20,5,22.66153
52,20,6,22.72687
52,20,6,23.00314
52,20,8,23.6792
52,20,8,23.7392
53,20,8,24.01187
52,20,11,24.6792
52,20,11,24.7392
53,20,11,25.01923
55,20,11,25.66351
55,20,11,25.7392
56,20,12,26.01923
57,20,12,26.6792
57,20,12,26.72235
59,20,12,27.01923
59,20,13,27.66595
59,20,13,27.72543
60,20,14,28.00592
61,20,14,28.66922
61,20,14,28.73813
60,20,16,29.01923
62,20,16,29.6738
62,20,16,29.73837
61,20,17,30.00687
61,20,19,30.6792
61,20,19,30.7392
62,20,19,31.01074
64,20,20,31.6792
64,20,20,31.7392
64,20,20,32.0015
66,20,20,32.6792
66,20,20,32.7392
68,20,20,33.00314
67,20,22,33.6792
67,20,22,33.73215
